Province/State,Country/Region,Lat,Long,Date,Confirmed,Last Update
Michigan,US,43.326618,-84.536095,03-12-2020 ,2,
Michigan,US,43.3266,-84.5361,03-12-2020 ,2,
Michigan,US,43.3266,-84.5361,03-12-2020 ,2,
Michigan,US,43.3266,-84.5361,03-12-2020 ,2,
Michigan,US,43.3266,-84.5361,03-12-2020 ,2,
Oklahoma,US,35.5653,-96.9289,03-12-2020 ,2,
Oklahoma,US,35.5653,-96.9289,03-12-2020 ,2,
Oklahoma,US,35.5653,-96.9289,03-12-2020 ,2,
Oklahoma,US,35.565342,-96.928917,03-12-2020 ,2,
Oklahoma,US,35.5653,-96.9289,03-12-2020 ,2,
Oklahoma,US,35.5653,-96.9289,03-12-2020 ,2,
Oklahoma,US,35.5653,-96.9289,03-12-2020 ,2,
Oklahoma,US,35.5653,-96.9289,03-12-2020 ,2,
Vermont,US,44.0459,-72.7107,03-12-2020 ,2,
Vermont,US,44.0459,-72.7107,03-12-2020 ,2,
Vermont,US,44.0459,-72.7107,03-12-2020 ,2,
Vermont,US,44.045876,-72.710686,03-12-2020 ,2,
Vermont,US,44.0459,-72.7107,03-12-2020 ,2,
Vermont,US,44.0459,-72.7107,03-12-2020 ,2,
Vermont,US,44.0459,-72.7107,03-12-2020 ,2,
Vermont,US,44.0459,-72.7107,03-12-2020 ,2,
Channel Islands,United Kingdom,49.3723,-2.3644,03-12-2020 ,2,
Channel Islands,United Kingdom,49.3723,-2.3644,03-12-2020 ,2,
Channel Islands,United Kingdom,49.372284,-2.364351,03-12-2020 ,2,
Channel Islands,United Kingdom,49.3723,-2.3644,03-12-2020 ,2,
Channel Islands,United Kingdom,49.3723,-2.3644,03-12-2020 ,2,
Channel Islands,United Kingdom,49.3723,-2.3644,03-12-2020 ,2,
Channel Islands,United Kingdom,49.3723,-2.3644,03-12-2020 ,2,
,Andorra,42.5063,1.5218,03-12-2020 ,1,
Northern Territory,Australia,-12.4634,130.8456,03-12-2020 ,1,
,Bhutan,27.5142,90.4336,03-12-2020 ,1,
New Brunswick,Canada,46.5653,-66.4619,03-12-2020 ,1,
New Brunswick,Canada,46.5653,-66.4619,03-12-2020 ,1,
New Brunswick,Canada,46.5653,-66.4619,03-12-2020 ,1,
New Brunswick,Canada,46.5653,-66.4619,03-12-2020 ,1,
New Brunswick,Canada,46.5653,-66.4619,03-12-2020 ,1,
New Brunswick,Canada,46.5653,-66.4619,03-12-2020 ,1,
New Brunswick,Canada,46.5653,-66.4619,03-12-2020 ,1,
Tibet,China,31.6927,88.0924,03-12-2020 ,1,
Tibet,China,31.6927,88.0924,03-12-2020 ,1,
Tibet,China,31.6927,88.0924,03-12-2020 ,1,
Tibet,China,31.6927,88.0924,03-12-2020 ,1,
Tibet,China,31.6927,88.0924,03-12-2020 ,1,
Tibet,China,31.6927,88.0924,03-12-2020 ,1,
Tibet,China,31.6927,88.0924,03-12-2020 ,1,
,Congo (Kinshasa),-4.0383,21.7587,03-12-2020 ,1,
,Congo (Kinshasa),-4.0383,21.7587,03-12-2020 ,1,
,Congo (Kinshasa),-4.0383,21.7587,03-12-2020 ,1,
,Congo (Kinshasa),-4.0383,21.7587,03-12-2020 ,1,
,Congo (Kinshasa),-4.0383,21.7587,03-12-2020 ,1,
,Congo (Kinshasa),-4.0383,21.7587,03-12-2020 ,1,
,Congo (Kinshasa),-4.0383,21.7587,03-12-2020 ,1,
,Cote d'Ivoire,7.54,-5.5471,03-12-2020 ,1,
,Cote d'Ivoire,7.54,-5.5471,03-12-2020 ,1,
,Cote d'Ivoire,7.54,-5.5471,03-12-2020 ,1,
,Cote d'Ivoire,7.54,-5.5471,03-12-2020 ,1,
,Cote d'Ivoire,7.54,-5.5471,03-12-2020 ,1,
,Cote d'Ivoire,7.54,-5.5471,03-12-2020 ,1,
,Cote d'Ivoire,7.54,-5.5471,03-12-2020 ,1,
Saint Barthelemy,France,17.9,-62.8333,03-12-2020 ,1,
Saint Barthelemy,France,17.9,-62.8333,03-12-2020 ,1,
Saint Barthelemy,France,17.9,-62.8333,03-12-2020 ,1,
Saint Barthelemy,France,17.9,-62.8333,03-12-2020 ,1,
Saint Barthelemy,France,17.9,-62.8333,03-12-2020 ,1,
Saint Barthelemy,France,17.9,-62.8333,03-12-2020 ,1,
Saint Barthelemy,France,17.9,-62.8333,03-12-2020 ,1,
,Guyana,5,-58.75,03-12-2020 ,1,
,Guyana,5,-58.75,03-12-2020 ,1,
,Guyana,4.8604,-58.9302,03-12-2020 ,1,
,Guyana,4.8604,-58.9302,03-12-2020 ,1,
,Guyana,4.8604,-58.9302,03-12-2020 ,1,
,Guyana,4.8604,-58.9302,03-12-2020 ,1,
,Holy See,41.9029,12.4534,03-12-2020 ,1,
,Holy See,41.9029,12.4534,03-12-2020 ,1,
,Holy See,41.9029,12.4534,03-12-2020 ,1,
,Holy See,41.9029,12.4534,03-12-2020 ,1,
,Holy See,41.9029,12.4534,03-12-2020 ,1,
,Holy See,41.9029,12.4534,03-12-2020 ,1,
,Holy See,41.9029,12.4534,03-12-2020 ,1,
,Holy See,41.9029,12.4534,03-12-2020 ,1,
,Jordan,31.24,36.51,03-12-2020 ,1,
,Liechtenstein,47.14,9.55,03-12-2020 ,1,
,Mongolia,46.8625,103.8467,03-12-2020 ,1,
,Mongolia,46.8625,103.8467,03-12-2020 ,1,
,Mongolia,46.8625,103.8467,03-12-2020 ,1,
,Mongolia,46.8625,103.8467,03-12-2020 ,1,
,Mongolia,46.8625,103.8467,03-12-2020 ,1,
,Mongolia,46.8625,103.8467,03-12-2020 ,1,
,Mongolia,46.8625,103.8467,03-12-2020 ,1,
,Mongolia,46.8625,103.8467,03-12-2020 ,1,
,Nepal,28.1667,84.25,03-12-2020 ,1,
,Reunion,-21.1151,55.5364,03-12-2020 ,1,
,Reunion,-21.1151,55.5364,03-12-2020 ,1,
,Reunion,-21.1151,55.5364,03-12-2020 ,1,
,Reunion,-21.1151,55.5364,03-12-2020 ,1,
,Reunion,-21.1151,55.5364,03-12-2020 ,1,
,Reunion,-21.1151,55.5364,03-12-2020 ,1,
,Reunion,-21.1151,55.5364,03-12-2020 ,1,
,Togo,8.6195,0.8248,03-12-2020 ,1,
,Turkey,38.9637,35.2433,03-12-2020 ,1,
,Turkey,38.9637,35.2433,03-12-2020 ,1,
,Turkey,38.9637,35.2433,03-12-2020 ,1,
,Turkey,38.9637,35.2433,03-12-2020 ,1,
,Turkey,38.9637,35.2433,03-12-2020 ,1,
,Turkey,38.9637,35.2433,03-12-2020 ,1,
,Turkey,38.9637,35.2433,03-12-2020 ,1,
Delaware,US,39.3185,-75.5071,03-12-2020 ,1,
Delaware,US,39.3185,-75.5071,03-12-2020 ,1,
Delaware,US,39.3185,-75.5071,03-12-2020 ,1,
Delaware,US,39.318523,-75.507141,03-12-2020 ,1,
Delaware,US,39.3185,-75.5071,03-12-2020 ,1,
Delaware,US,39.3185,-75.5071,03-12-2020 ,1,
Delaware,US,39.3185,-75.5071,03-12-2020 ,1,
Delaware,US,39.3185,-75.5071,03-12-2020 ,1,
Kansas,US,38.5266,-96.7265,03-12-2020 ,1,
Kansas,US,38.5266,-96.7265,03-12-2020 ,1,
Kansas,US,38.5266,-96.7265,03-12-2020 ,1,
Kansas,US,38.5266,-96.726486,03-12-2020 ,1,
Kansas,US,38.5266,-96.7265,03-12-2020 ,1,
Kansas,US,38.5266,-96.7265,03-12-2020 ,1,
Kansas,US,38.5266,-96.7265,03-12-2020 ,1,
Kansas,US,38.5266,-96.7265,03-12-2020 ,1,
Mississippi,US,32.7416,-89.6787,03-12-2020 ,1,
Mississippi,US,32.7416,-89.6787,03-12-2020 ,1,
Mississippi,US,32.7416,-89.6787,03-12-2020 ,1,
Mississippi,US,32.741646,-89.678696,03-12-2020 ,1,
Mississippi,US,32.7416,-89.6787,03-12-2020 ,1,
Mississippi,US,32.7416,-89.6787,03-12-2020 ,1,
Mississippi,US,32.7416,-89.6787,03-12-2020 ,1,
Mississippi,US,32.7416,-89.6787,03-12-2020 ,1,
Missouri,US,38.4561,-92.2884,03-12-2020 ,1,
Missouri,US,38.4561,-92.2884,03-12-2020 ,1,
Missouri,US,38.4561,-92.2884,03-12-2020 ,1,
Missouri,US,38.456085,-92.288368,03-12-2020 ,1,
Missouri,US,38.4561,-92.2884,03-12-2020 ,1,
Missouri,US,38.4561,-92.2884,03-12-2020 ,1,
Missouri,US,38.4561,-92.2884,03-12-2020 ,1,
Missouri,US,38.4561,-92.2884,03-12-2020 ,1,
Montana,US,46.9219,-110.4544,03-12-2020 ,1,
Montana,US,46.9219,-110.4544,03-12-2020 ,1,
Montana,US,46.9219,-110.4544,03-12-2020 ,1,
Montana,US,46.921925,-110.454353,03-12-2020 ,1,
Montana,US,46.9219,-110.4544,03-12-2020 ,1,
Montana,US,46.9219,-110.4544,03-12-2020 ,1,
Montana,US,46.9219,-110.4544,03-12-2020 ,1,
Montana,US,46.9219,-110.4544,03-12-2020 ,1,
North Dakota,US,47.5289,-99.784,03-12-2020 ,1,
North Dakota,US,47.5289,-99.784,03-12-2020 ,1,
North Dakota,US,47.5289,-99.784,03-12-2020 ,1,
North Dakota,US,47.528912,-99.784012,03-12-2020 ,1,
North Dakota,US,47.5289,-99.784,03-12-2020 ,1,
North Dakota,US,47.5289,-99.784,03-12-2020 ,1,
North Dakota,US,47.5289,-99.784,03-12-2020 ,1,
North Dakota,US,47.5289,-99.784,03-12-2020 ,1,
Wyoming,US,42.756,-107.3025,03-12-2020 ,1,
Wyoming,US,42.756,-107.3025,03-12-2020 ,1,
Wyoming,US,42.756,-107.3025,03-12-2020 ,1,
Wyoming,US,42.755966,-107.30249,03-12-2020 ,1,
Wyoming,US,42.756,-107.3025,03-12-2020 ,1,
Wyoming,US,42.756,-107.3025,03-12-2020 ,1,
Wyoming,US,42.756,-107.3025,03-12-2020 ,1,
Wyoming,US,42.756,-107.3025,03-12-2020 ,1,
,Ukraine,48.3794,31.1656,03-12-2020 ,1,
Gibraltar,United Kingdom,36.1408,-5.3536,03-12-2020 ,1,
Gibraltar,United Kingdom,36.1408,-5.3536,03-12-2020 ,1,
Gibraltar,United Kingdom,36.1408,-5.3536,03-12-2020 ,1,
Gibraltar,United Kingdom,36.1408,-5.3536,03-12-2020 ,1,
Gibraltar,United Kingdom,36.1408,-5.3536,03-12-2020 ,1,
Gibraltar,United Kingdom,36.1408,-5.3536,03-12-2020 ,1,
Gibraltar,United Kingdom,36.1408,-5.3536,03-12-2020 ,1,
From Diamond Princess,Australia,35.4437,139.638,03-12-2020 ,0,
Gansu,China,36.0611,103.8343,03-12-2020 ,0,
Hebei,China,38.0428,114.5149,03-12-2020 ,0,
Alaska,US,61.3707,-152.4044,03-12-2020 ,0,
Alaska,US,61.3707,-152.4044,03-12-2020 ,0,
Alaska,US,61.3707,-152.4044,03-12-2020 ,0,
Alaska,US,61.370716,-152.404419,03-12-2020 ,0,
Alaska,US,61.3707,-152.4044,03-12-2020 ,0,
Alaska,US,61.3707,-152.4044,03-12-2020 ,0,
Alaska,US,61.3707,-152.4044,03-12-2020 ,0,
Idaho,US,44.2405,-114.4788,03-12-2020 ,0,
Idaho,US,44.2405,-114.4788,03-12-2020 ,0,
Idaho,US,44.2405,-114.4788,03-12-2020 ,0,
Idaho,US,44.240459,-114.478828,03-12-2020 ,0,
Idaho,US,44.2405,-114.4788,03-12-2020 ,0,
Idaho,US,44.2405,-114.4788,03-12-2020 ,0,
Idaho,US,44.2405,-114.4788,03-12-2020 ,0,
Idaho,US,44.2405,-114.4788,03-12-2020 ,0,
Maine,US,44.6939,-69.3819,03-12-2020 ,0,
Maine,US,44.6939,-69.3819,03-12-2020 ,0,
Maine,US,44.6939,-69.3819,03-12-2020 ,0,
Maine,US,44.693947,-69.381927,03-12-2020 ,0,
Maine,US,44.6939,-69.3819,03-12-2020 ,0,
Maine,US,44.6939,-69.3819,03-12-2020 ,0,
Maine,US,44.6939,-69.3819,03-12-2020 ,0,
Maine,US,44.6939,-69.3819,03-12-2020 ,0,
West Virginia,US,38.4912,-80.9545,03-12-2020 ,0,
West Virginia,US,38.4912,-80.9545,03-12-2020 ,0,
West Virginia,US,38.4912,-80.9545,03-12-2020 ,0,
West Virginia,US,38.491226,-80.954453,03-12-2020 ,0,
West Virginia,US,38.4912,-80.9545,03-12-2020 ,0,
West Virginia,US,38.4912,-80.9545,03-12-2020 ,0,
West Virginia,US,38.4912,-80.9545,03-12-2020 ,0,
West Virginia,US,38.4912,-80.9545,03-12-2020 ,0,
,occupied Palestinian territory,31.9522,35.2332,03-12-2020 ,0,
,occupied Palestinian territory,31.9522,35.2332,03-12-2020 ,0,
,occupied Palestinian territory,31.9522,35.2332,03-12-2020 ,0,
,occupied Palestinian territory,31.9522,35.2332,03-12-2020 ,0,
,occupied Palestinian territory,31.9522,35.2332,03-12-2020 ,0,
,occupied Palestinian territory,31.9522,35.2332,03-12-2020 ,0,
,occupied Palestinian territory,31.9522,35.2332,03-12-2020 ,0,
Hubei,China,30.9756,112.2707,03-13-2020 ,67786,
Hubei,China,30.9756,112.2707,03-13-2020 ,67786,
Hubei,China,30.9756,112.2707,03-13-2020 ,67786,
Hubei,China,30.9756,112.2707,03-13-2020 ,67786,
Hubei,China,30.9756,112.2707,03-13-2020 ,67786,
Hubei,China,30.9756,112.2707,03-13-2020 ,67786,
Hubei,China,30.9756,112.2707,03-13-2020 ,67786,
Guangdong,China,23.3417,113.4244,03-13-2020 ,1356,
Guangdong,China,23.3417,113.4244,03-13-2020 ,1356,
Guangdong,China,23.3417,113.4244,03-13-2020 ,1356,
Guangdong,China,23.3417,113.4244,03-13-2020 ,1356,
Guangdong,China,23.3417,113.4244,03-13-2020 ,1356,
Guangdong,China,23.3417,113.4244,03-13-2020 ,1356,
Guangdong,China,23.3417,113.4244,03-13-2020 ,1356,
Henan,China,33.882,113.614,03-13-2020 ,1273,
Henan,China,33.882,113.614,03-13-2020 ,1273,
Henan,China,33.882,113.614,03-13-2020 ,1273,
Henan,China,33.882,113.614,03-13-2020 ,1273,
Henan,China,33.882,113.614,03-13-2020 ,1273,
Henan,China,33.882,113.614,03-13-2020 ,1273,
Henan,China,33.882,113.614,03-13-2020 ,1273,
Zhejiang,China,29.1832,120.0934,03-13-2020 ,1215,
Zhejiang,China,29.1832,120.0934,03-13-2020 ,1215,
Zhejiang,China,29.1832,120.0934,03-13-2020 ,1215,
Zhejiang,China,29.1832,120.0934,03-13-2020 ,1215,
Zhejiang,China,29.1832,120.0934,03-13-2020 ,1215,
Zhejiang,China,29.1832,120.0934,03-13-2020 ,1215,
Zhejiang,China,29.1832,120.0934,03-13-2020 ,1215,
Hunan,China,27.6104,111.7088,03-13-2020 ,1018,
Hunan,China,27.6104,111.7088,03-13-2020 ,1018,
Hunan,China,27.6104,111.7088,03-13-2020 ,1018,
Hunan,China,27.6104,111.7088,03-13-2020 ,1018,
Hunan,China,27.6104,111.7088,03-13-2020 ,1018,
Hunan,China,27.6104,111.7088,03-13-2020 ,1018,
Hunan,China,27.6104,111.7088,03-13-2020 ,1018,
Anhui,China,31.8257,117.2264,03-13-2020 ,990,
Anhui,China,31.8257,117.2264,03-13-2020 ,990,
Anhui,China,31.8257,117.2264,03-13-2020 ,990,
Anhui,China,31.8257,117.2264,03-13-2020 ,990,
Anhui,China,31.8257,117.2264,03-13-2020 ,990,
Anhui,China,31.8257,117.2264,03-13-2020 ,990,
Anhui,China,31.8257,117.2264,03-13-2020 ,990,
Jiangxi,China,27.614,115.7221,03-13-2020 ,935,
Jiangxi,China,27.614,115.7221,03-13-2020 ,935,
Jiangxi,China,27.614,115.7221,03-13-2020 ,935,
Jiangxi,China,27.614,115.7221,03-13-2020 ,935,
Jiangxi,China,27.614,115.7221,03-13-2020 ,935,
Jiangxi,China,27.614,115.7221,03-13-2020 ,935,
Jiangxi,China,27.614,115.7221,03-13-2020 ,935,
Shandong,China,36.3427,118.1498,03-13-2020 ,760,
Shandong,China,36.3427,118.1498,03-13-2020 ,760,
Shandong,China,36.3427,118.1498,03-13-2020 ,760,
Shandong,China,36.3427,118.1498,03-13-2020 ,760,
Shandong,China,36.3427,118.1498,03-13-2020 ,760,
Shandong,China,36.3427,118.1498,03-13-2020 ,760,
Shandong,China,36.3427,118.1498,03-13-2020 ,760,
Jiangsu,China,32.9711,119.455,03-13-2020 ,631,
Jiangsu,China,32.9711,119.455,03-13-2020 ,631,
Jiangsu,China,32.9711,119.455,03-13-2020 ,631,
Jiangsu,China,32.9711,119.455,03-13-2020 ,631,
Jiangsu,China,32.9711,119.455,03-13-2020 ,631,
Jiangsu,China,32.9711,119.455,03-13-2020 ,631,
Jiangsu,China,32.9711,119.455,03-13-2020 ,631,
Chongqing,China,30.0572,107.874,03-13-2020 ,576,
Chongqing,China,30.0572,107.874,03-13-2020 ,576,
Chongqing,China,30.0572,107.874,03-13-2020 ,576,
Chongqing,China,30.0572,107.874,03-13-2020 ,576,
Chongqing,China,30.0572,107.874,03-13-2020 ,576,
Chongqing,China,30.0572,107.874,03-13-2020 ,576,
Chongqing,China,30.0572,107.874,03-13-2020 ,576,
Sichuan,China,30.6171,102.7103,03-13-2020 ,539,
Sichuan,China,30.6171,102.7103,03-13-2020 ,539,
Sichuan,China,30.6171,102.7103,03-13-2020 ,539,
Sichuan,China,30.6171,102.7103,03-13-2020 ,539,
Sichuan,China,30.6171,102.7103,03-13-2020 ,539,
Sichuan,China,30.6171,102.7103,03-13-2020 ,539,
Sichuan,China,30.6171,102.7103,03-13-2020 ,539,
Heilongjiang,China,47.862,127.7615,03-13-2020 ,482,
Heilongjiang,China,47.862,127.7615,03-13-2020 ,482,
Heilongjiang,China,47.862,127.7615,03-13-2020 ,482,
Heilongjiang,China,47.862,127.7615,03-13-2020 ,482,
Heilongjiang,China,47.862,127.7615,03-13-2020 ,482,
Heilongjiang,China,47.862,127.7615,03-13-2020 ,482,
Heilongjiang,China,47.862,127.7615,03-13-2020 ,482,
Beijing,China,40.1824,116.4142,03-13-2020 ,436,
Beijing,China,40.1824,116.4142,03-13-2020 ,436,
Beijing,China,40.1824,116.4142,03-13-2020 ,436,
Beijing,China,40.1824,116.4142,03-13-2020 ,436,
Beijing,China,40.1824,116.4142,03-13-2020 ,436,
Beijing,China,40.1824,116.4142,03-13-2020 ,436,
Beijing,China,40.1824,116.4142,03-13-2020 ,436,
Shanghai,China,31.202,121.4491,03-13-2020 ,346,
Shanghai,China,31.202,121.4491,03-13-2020 ,346,
Shanghai,China,31.202,121.4491,03-13-2020 ,346,
Shanghai,China,31.202,121.4491,03-13-2020 ,346,
Shanghai,China,31.202,121.4491,03-13-2020 ,346,
Shanghai,China,31.202,121.4491,03-13-2020 ,346,
Shanghai,China,31.202,121.4491,03-13-2020 ,346,
Hebei,China,39.549,116.1306,03-13-2020 ,318,
Hebei,China,39.549,116.1306,03-13-2020 ,318,
Hebei,China,38.0428,114.5149,03-13-2020 ,318,
Hebei,China,38.0428,114.5149,03-13-2020 ,318,
Hebei,China,38.0428,114.5149,03-13-2020 ,318,
Hebei,China,38.0428,114.5149,03-13-2020 ,318,
Hebei,China,38.0428,114.5149,03-13-2020 ,318,
Fujian,China,26.0789,117.9874,03-13-2020 ,296,
Fujian,China,26.0789,117.9874,03-13-2020 ,296,
Fujian,China,26.0789,117.9874,03-13-2020 ,296,
Fujian,China,26.0789,117.9874,03-13-2020 ,296,
Fujian,China,26.0789,117.9874,03-13-2020 ,296,
Fujian,China,26.0789,117.9874,03-13-2020 ,296,
Fujian,China,26.0789,117.9874,03-13-2020 ,296,
Guangxi,China,23.8298,108.7881,03-13-2020 ,252,
Guangxi,China,23.8298,108.7881,03-13-2020 ,252,
Guangxi,China,23.8298,108.7881,03-13-2020 ,252,
Guangxi,China,23.8298,108.7881,03-13-2020 ,252,
Guangxi,China,23.8298,108.7881,03-13-2020 ,252,
Guangxi,China,23.8298,108.7881,03-13-2020 ,252,
Guangxi,China,23.8298,108.7881,03-13-2020 ,252,
Shaanxi,China,35.1917,108.8701,03-13-2020 ,245,
Shaanxi,China,35.1917,108.8701,03-13-2020 ,245,
Shaanxi,China,35.1917,108.8701,03-13-2020 ,245,
Shaanxi,China,35.1917,108.8701,03-13-2020 ,245,
Shaanxi,China,35.1917,108.8701,03-13-2020 ,245,
Shaanxi,China,35.1917,108.8701,03-13-2020 ,245,
Shaanxi,China,35.1917,108.8701,03-13-2020 ,245,
Yunnan,China,24.974,101.487,03-13-2020 ,174,
Yunnan,China,24.974,101.487,03-13-2020 ,174,
Yunnan,China,24.974,101.487,03-13-2020 ,174,
Yunnan,China,24.974,101.487,03-13-2020 ,174,
Yunnan,China,24.974,101.487,03-13-2020 ,174,
Yunnan,China,24.974,101.487,03-13-2020 ,174,
Yunnan,China,24.974,101.487,03-13-2020 ,174,
Hainan,China,19.1959,109.7453,03-13-2020 ,168,
Hainan,China,19.1959,109.7453,03-13-2020 ,168,
Hainan,China,19.1959,109.7453,03-13-2020 ,168,
Hainan,China,19.1959,109.7453,03-13-2020 ,168,
Hainan,China,19.1959,109.7453,03-13-2020 ,168,
Hainan,China,19.1959,109.7453,03-13-2020 ,168,
Hainan,China,19.1959,109.7453,03-13-2020 ,168,
Guizhou,China,26.8154,106.8748,03-13-2020 ,146,
Guizhou,China,26.8154,106.8748,03-13-2020 ,146,
Guizhou,China,26.8154,106.8748,03-13-2020 ,146,
Guizhou,China,26.8154,106.8748,03-13-2020 ,146,
Guizhou,China,26.8154,106.8748,03-13-2020 ,146,
Guizhou,China,26.8154,106.8748,03-13-2020 ,146,
Guizhou,China,26.8154,106.8748,03-13-2020 ,146,
Tianjin,China,39.3054,117.323,03-13-2020 ,136,
Tianjin,China,39.3054,117.323,03-13-2020 ,136,
Tianjin,China,39.3054,117.323,03-13-2020 ,136,
Tianjin,China,39.3054,117.323,03-13-2020 ,136,
Tianjin,China,39.3054,117.323,03-13-2020 ,136,
Tianjin,China,39.3054,117.323,03-13-2020 ,136,
Tianjin,China,39.3054,117.323,03-13-2020 ,136,
Hong Kong,China,22.3,114.2,03-13-2020 ,134,
Hong Kong,China,22.3,114.2,03-13-2020 ,134,
Hong Kong,China,22.3,114.2,03-13-2020 ,134,
Hong Kong,China,22.3,114.2,03-13-2020 ,134,
Hong Kong,China,22.3,114.2,03-13-2020 ,134,
Hong Kong,China,22.3,114.2,03-13-2020 ,134,
Hong Kong,China,22.3,114.2,03-13-2020 ,134,
Shanxi,China,37.5777,112.2922,03-13-2020 ,133,
Shanxi,China,37.5777,112.2922,03-13-2020 ,133,
Shanxi,China,37.5777,112.2922,03-13-2020 ,133,
Shanxi,China,37.5777,112.2922,03-13-2020 ,133,
Shanxi,China,37.5777,112.2922,03-13-2020 ,133,
Shanxi,China,37.5777,112.2922,03-13-2020 ,133,
Shanxi,China,37.5777,112.2922,03-13-2020 ,133,
Gansu,China,37.8099,101.0583,03-13-2020 ,127,
Gansu,China,37.8099,101.0583,03-13-2020 ,127,
Gansu,China,36.0611,103.8343,03-13-2020 ,127,
Gansu,China,36.0611,103.8343,03-13-2020 ,127,
Gansu,China,36.0611,103.8343,03-13-2020 ,127,
Gansu,China,36.0611,103.8343,03-13-2020 ,127,
Gansu,China,36.0611,103.8343,03-13-2020 ,127,
Liaoning,China,41.2956,122.6085,03-13-2020 ,125,
Liaoning,China,41.2956,122.6085,03-13-2020 ,125,
Liaoning,China,41.2956,122.6085,03-13-2020 ,125,
Liaoning,China,41.2956,122.6085,03-13-2020 ,125,
Liaoning,China,41.2956,122.6085,03-13-2020 ,125,
Liaoning,China,41.2956,122.6085,03-13-2020 ,125,
Liaoning,China,41.2956,122.6085,03-13-2020 ,125,
Xinjiang,China,41.1129,85.2401,03-13-2020 ,76,
Xinjiang,China,41.1129,85.2401,03-13-2020 ,76,
Xinjiang,China,41.1129,85.2401,03-13-2020 ,76,
Xinjiang,China,41.1129,85.2401,03-13-2020 ,76,
Xinjiang,China,41.1129,85.2401,03-13-2020 ,76,
Xinjiang,China,41.1129,85.2401,03-13-2020 ,76,
Xinjiang,China,41.1129,85.2401,03-13-2020 ,76,
Inner Mongolia,China,44.0935,113.9448,03-13-2020 ,75,
Inner Mongolia,China,44.0935,113.9448,03-13-2020 ,75,
Inner Mongolia,China,44.0935,113.9448,03-13-2020 ,75,
Inner Mongolia,China,44.0935,113.9448,03-13-2020 ,75,
Inner Mongolia,China,44.0935,113.9448,03-13-2020 ,75,
Inner Mongolia,China,44.0935,113.9448,03-13-2020 ,75,
Inner Mongolia,China,44.0935,113.9448,03-13-2020 ,75,
Ningxia,China,37.2692,106.1655,03-13-2020 ,75,
Ningxia,China,37.2692,106.1655,03-13-2020 ,75,
Ningxia,China,37.2692,106.1655,03-13-2020 ,75,
Ningxia,China,37.2692,106.1655,03-13-2020 ,75,
Ningxia,China,37.2692,106.1655,03-13-2020 ,75,
Ningxia,China,37.2692,106.1655,03-13-2020 ,75,
Ningxia,China,37.2692,106.1655,03-13-2020 ,75,
Jilin,China,43.6661,126.1923,03-13-2020 ,93,
Jilin,China,43.6661,126.1923,03-13-2020 ,93,
Jilin,China,43.6661,126.1923,03-13-2020 ,93,
Jilin,China,43.6661,126.1923,03-13-2020 ,93,
Jilin,China,43.6661,126.1923,03-13-2020 ,93,
Jilin,China,43.6661,126.1923,03-13-2020 ,93,
Jilin,China,43.6661,126.1923,03-13-2020 ,93,
Qinghai,China,35.7452,95.9956,03-13-2020 ,18,
Qinghai,China,35.7452,95.9956,03-13-2020 ,18,
Qinghai,China,35.7452,95.9956,03-13-2020 ,18,
Qinghai,China,35.7452,95.9956,03-13-2020 ,18,
Qinghai,China,35.7452,95.9956,03-13-2020 ,18,
Qinghai,China,35.7452,95.9956,03-13-2020 ,18,
Qinghai,China,35.7452,95.9956,03-13-2020 ,18,
Macau,China,22.1667,113.55,03-13-2020 ,10,
Macau,China,22.1667,113.55,03-13-2020 ,10,
Macau,China,22.1667,113.55,03-13-2020 ,10,
Macau,China,22.1667,113.55,03-13-2020 ,10,
Macau,China,22.1667,113.55,03-13-2020 ,10,
Macau,China,22.1667,113.55,03-13-2020 ,10,
Macau,China,22.1667,113.55,03-13-2020 ,10,
Tibet,China,31.6927,88.0924,03-13-2020 ,1,
Tibet,China,31.6927,88.0924,03-13-2020 ,1,
Tibet,China,31.6927,88.0924,03-13-2020 ,1,
Tibet,China,31.6927,88.0924,03-13-2020 ,1,
Tibet,China,31.6927,88.0924,03-13-2020 ,1,
Tibet,China,31.6927,88.0924,03-13-2020 ,1,
Tibet,China,31.6927,88.0924,03-13-2020 ,1,
,Panama,8.538,-80.7821,03-13-2020 ,27,
,Panama,8.538,-80.7821,03-13-2020 ,27,
,Panama,8.538,-80.7821,03-13-2020 ,27,
,Panama,8.538,-80.7821,03-13-2020 ,27,
,Panama,8.538,-80.7821,03-13-2020 ,27,
,Panama,8.538,-80.7821,03-13-2020 ,27,
,Panama,8.538,-80.7821,03-13-2020 ,27,
,Panama,8.538,-80.7821,03-13-2020 ,27,
Tasmania,Australia,-41.4545,145.9707,03-13-2020 ,5,
,Croatia,45.1,15.2,03-13-2020 ,32,
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,2,
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,2,
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,2,
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,2,
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,2,
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,2,
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,2,
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,2,
,Albania,41.1533,20.1683,03-13-2020 ,33,
British Columbia,Canada,49.2827,-123.1207,03-13-2020 ,64,
